Market Prices (INR),Market Demand (tons),Market Supply (tons),Storage Cost (per ton),Transport Cost (per km),Storage Duration (months),Market Trends,Sowing Date (Month),Harvest Date (Month),Weather Condition (Month),Historical Yield Data (tons),District,Year,Intentional Storage (Yes/No),Crop Quality Rating,Government Policies,Consumer Preference,Crop Rotation,Crop Name,Price Spike,Weather Change (Yes/No),Yield Predicted by Farmer,Actual Harvested Yield,Actual Distributed Yield,Crop Type,Detailed Analysis
2416.148559,557,1755,12.62165712,1.906795879,8,2,11,10,0,911.005009,3,2006,0,9,0,0,2,2,1,0,760.7173013,1073.793253,1415.884642,0,1
2371.340786,524,570,8.207680743,1.578901849,2,1,11,5,1,628.6514706,3,2006,1,10,2,1,1,2,0,0,1859.918636,1022.162756,1595.048456,0,0
2127.163465,1833,789,12.03949474,2.6212796,10,2,10,9,0,1354.222295,3,2006,1,1,1,2,0,1,0,1,1286.840278,902.2295818,814.5507518,0,0
1866.204703,1867,1354,13.24795233,4.503355458,3,2,4,5,2,465.2097733,3,2006,1,8,1,2,2,4,1,0,595.4674878,802.836568,1444.666674,0,0
1643.392165,1726,1087,12.79345419,1.117398976,6,1,7,6,1,1348.100392,3,2006,1,1,1,0,1,4,1,0,891.2565958,863.0061856,1186.317675,0,0
1390.949045,911,844,10.53041031,4.824127538,3,1,11,1,0,1339.489855,3,2006,1,7,2,0,1,4,0,0,1659.009888,655.2214513,790.4526161,0,0
2403.909298,1681,641,14.22962381,2.659178185,5,2,11,7,1,871.0832881,3,2006,1,1,2,1,1,0,0,0,974.5651192,782.4788124,1669.196914,0,0
1928.804689,1802,561,7.606900501,1.676950682,8,0,10,3,2,733.1620131,3,2006,1,4,0,1,1,1,0,1,687.1011994,1385.717052,1065.559512,0,0
2594.554175,1549,854,7.108132282,2.582620189,8,2,11,8,1,1771.498304,3,2006,1,4,0,1,2,1,1,1,1058.224147,1629.331332,757.3946925,0,0
1363.9037,866,846,11.94941696,2.37304229,8,2,9,9,1,1980.046912,3,2006,1,9,2,1,0,0,1,0,954.6106292,1739.084947,1142.248519,0,0
2434.811184,1199,744,7.711047176,3.862145233,5,0,1,11,1,702.772575,3,2006,1,9,2,2,2,3,0,0,1433.51461,1453.365446,535.3445723,0,0
2186.180752,671,1962,8.44540789,4.494991688,7,2,6,3,1,315.4160273,3,2006,1,10,2,0,2,1,1,1,818.4681264,1396.734697,960.890241,0,0
1662.49223,1299,1657,10.45241399,4.712324353,7,1,12,1,2,1446.783768,3,2006,1,8,2,0,0,3,1,0,1735.355274,1746.619033,848.7873313,0,0
1069.005589,1450,1599,11.13417299,2.978376522,9,0,10,6,1,1912.935893,3,2006,1,10,1,2,1,4,1,0,1856.404998,1120.189358,854.7123573,0,0
2926.792488,550,558,6.005249228,3.878864797,9,1,3,9,0,1262.91082,3,2006,1,4,1,2,0,3,1,1,855.5967666,462.9854871,745.7865601,0,0
2126.861458,740,1367,6.746363374,2.575920832,11,2,5,1,1,121.7380759,3,2006,1,1,1,0,0,1,1,0,1474.453489,1545.917633,1186.497791,0,0
1408.228156,1968,1067,10.65616821,4.135626552,10,0,5,3,0,581.9251007,3,2006,0,7,0,1,1,4,0,1,1229.238696,408.8167243,888.8144014,0,1
1621.305314,1965,1337,14.131058,3.59850802,3,1,11,6,1,1687.306172,3,2006,1,6,2,0,2,2,1,0,733.910559,1187.135016,624.2305843,0,0
2404.954412,1146,1402,14.1492329,2.102076831,4,1,3,12,1,1573.56521,3,2006,1,2,1,0,1,0,1,1,1738.026916,1642.838388,1466.081805,0,0
2150.488277,1560,1398,10.69221831,1.348988272,2,1,12,11,1,129.0104341,3,2006,1,3,1,1,0,3,0,1,1431.440572,1761.254535,1725.351814,0,0
2857.407352,1493,1999,12.45719126,2.531051242,6,0,6,9,1,1208.564247,3,2006,1,3,0,2,1,4,0,0,851.656667,1647.752668,1661.220904,0,0
2474.935317,1154,1479,5.906458026,4.98121377,11,1,2,7,0,1286.26129,3,2006,1,3,2,1,0,1,0,1,731.2443067,1169.450474,1723.91532,0,0
1472.060589,1021,1127,13.12626846,2.84091788,5,2,3,6,0,1209.129553,3,2006,0,5,2,2,1,3,1,1,924.3857369,641.4520045,1255.500891,0,1
2420.476462,1978,1232,10.91566892,2.401446816,4,0,9,9,1,1200.616865,3,2006,1,3,2,0,1,0,1,0,1804.912021,986.6341746,1558.897467,0,0
1188.650972,1520,1654,6.574346304,3.428653038,9,1,10,1,2,839.9364926,3,2006,1,8,1,1,0,2,1,0,1953.255029,544.1293454,781.2622698,0,0
2082.421528,1778,925,6.935654123,1.616864139,9,1,11,11,0,1209.959192,3,2006,1,9,2,2,0,3,1,0,1967.089382,1158.848964,1602.328576,0,0
1647.660569,1691,810,11.38793178,1.923543255,3,1,2,2,2,1226.705835,3,2006,1,10,1,0,1,3,0,1,1593.306094,1344.454288,1126.839824,0,0
1675.629474,1320,1029,8.401284207,2.563932869,3,1,3,10,1,1099.483629,3,2006,1,8,0,0,0,3,0,1,1329.215985,752.0765343,427.3427777,0,0
1796.089694,1459,593,12.11760979,2.238079034,7,0,10,11,0,1997.158507,3,2006,1,4,2,0,2,3,0,0,1173.194531,446.3673765,1579.476175,0,0
1369.38108,1432,1282,10.40789324,4.281838099,5,1,4,6,1,1103.648721,3,2006,1,10,1,2,0,2,0,1,510.5327701,1466.358148,1312.317718,0,0
1697.767467,761,1129,7.011268363,1.73977573,6,0,2,5,0,1488.283303,3,2006,0,3,1,2,0,1,0,1,1784.866614,647.2211126,1269.697202,0,1
2747.237864,1113,657,9.573439908,2.154884191,1,1,12,10,2,1166.298511,3,2006,1,6,0,2,1,1,1,0,1034.195778,1342.076506,1531.746492,0,0
1012.374785,1769,1230,11.34422553,3.184588086,9,0,5,5,0,326.5952307,3,2006,0,8,1,2,2,4,1,1,1272.846012,516.4787053,1405.33966,0,1
2267.281786,1546,1756,8.277566451,2.827798259,9,2,5,9,0,616.6757145,3,2006,1,8,0,0,1,4,0,0,1417.836277,1316.298209,925.2790346,0,0
2304.3441,834,803,5.569838754,2.861872654,8,0,1,7,1,1460.795802,3,2006,1,5,0,2,0,4,1,0,1638.357874,1730.001176,786.5220534,0,0
1107.885912,1152,1646,10.23566528,4.631608623,5,0,3,5,2,757.7454654,3,2006,1,7,0,2,1,2,0,0,954.981961,1075.142778,784.4171333,0,0
1685.164478,1024,1701,6.359103063,2.641453151,4,0,4,10,1,957.6806872,3,2006,1,5,0,2,0,2,0,0,1963.086731,943.2677074,443.2854868,0,0
1154.952374,503,1984,8.918194052,3.435836087,11,2,1,9,1,1364.28274,3,2006,1,4,0,2,2,1,1,0,1150.277331,843.8863692,807.4085134,0,0
1676.538053,1845,1808,13.55875377,3.292759848,6,1,8,4,2,848.1200734,3,2006,1,7,2,1,2,3,0,1,1122.597343,1100.576741,726.6575845,0,0
1446.382704,759,1719,5.207660203,4.943799806,6,1,1,2,2,692.8279234,3,2006,1,2,2,0,1,4,1,0,1209.155669,1170.526612,890.3475694,0,0
1762.310196,593,724,11.40114199,4.758336888,11,0,4,1,0,767.7727635,3,2006,1,1,1,2,1,2,0,1,540.8810225,970.5550447,1115.448438,0,0
1344.281375,1364,1135,14.57374001,1.324783112,4,2,1,6,1,1569.404434,3,2006,1,2,2,2,1,2,0,1,1098.931485,952.8154287,1501.811518,0,0
1901.095622,848,1280,8.600624589,4.901548687,6,0,9,3,1,672.6554999,3,2006,1,8,2,2,1,3,0,0,780.4156786,541.2598125,1209.261289,0,0
1043.849939,1479,1015,11.5845943,3.40125682,8,1,12,1,1,1245.637965,3,2006,1,2,2,0,1,3,0,1,1197.145168,1095.391403,1085.912262,0,0
1053.274209,1596,1201,14.27048661,2.870218416,10,1,11,7,1,1406.201151,3,2006,1,1,1,1,1,1,1,1,989.0211204,582.2808444,1034.732147,0,0
1196.300706,1643,533,9.892734247,1.298256375,10,0,9,3,2,1407.499055,3,2006,1,7,1,0,1,0,1,0,1300.312616,1778.613736,796.8859682,0,0
1874.292505,897,1407,12.36078703,1.654570982,6,2,7,4,0,418.4572829,3,2006,0,6,0,1,2,1,1,1,1452.011905,963.5577606,916.5651815,0,1
1987.670756,1769,1359,11.13837473,2.216562108,11,2,2,7,0,854.8176915,3,2006,1,5,0,0,2,1,1,1,839.9280753,1147.268569,1515.45888,0,0
1203.697903,946,682,7.686060694,3.927691694,5,1,1,4,2,1362.697691,3,2006,1,7,2,2,0,2,1,0,1280.173989,1624.888412,575.323849,0,0
2759.677359,1085,840,12.11268694,4.524694137,11,2,10,5,2,1855.538231,3,2006,1,1,0,2,1,4,0,0,1368.901656,761.8768501,473.8853869,0,0
2239.426558,1832,1135,5.361138539,4.263711821,5,0,2,2,2,1189.895932,3,2006,1,5,0,1,0,1,1,1,726.6863635,1166.728633,592.5315234,0,0
1138.490628,1802,1373,6.554408951,1.519439801,11,0,9,4,1,930.7282402,3,2006,1,9,0,0,2,4,0,1,682.8936954,1220.310546,954.4204157,0,0
2603.087958,1745,550,8.132600415,2.433888446,12,2,1,6,2,1244.265818,3,2006,1,5,2,0,2,1,1,1,1210.985709,1796.806971,1497.081296,0,0
1464.588571,1890,889,14.18189127,2.709335449,1,0,3,11,1,666.7042171,3,2006,1,8,2,0,0,2,1,1,1051.817699,621.5324777,1393.18415,0,0
2757.42016,1549,699,14.83340818,2.628208599,1,1,7,7,2,478.845266,3,2006,1,10,0,2,0,0,1,0,1957.283866,1164.617715,1042.272144,0,0
2036.997822,1124,816,5.288311039,1.546082069,1,2,1,8,1,856.1296153,3,2006,1,1,1,2,1,1,0,1,1615.400974,1174.362257,1658.48883,0,0
2163.844557,1942,1584,9.057466288,3.995877781,3,2,1,10,1,782.1789227,3,2006,1,10,0,2,2,1,1,1,1716.021914,1161.300556,901.148996,0,0
1532.945128,1733,1468,7.933227991,1.199395162,12,1,4,4,2,1564.075043,3,2006,1,4,2,1,2,0,1,0,1835.808005,1320.820587,483.868384,0,0
2934.933271,862,1476,6.412318027,1.686391328,2,1,9,12,0,152.556983,3,2006,1,10,0,2,2,0,0,0,1838.825804,1101.956442,1655.886511,0,0
2649.379903,590,1789,12.36639439,1.036997318,8,2,4,6,1,196.7834611,3,2006,1,3,0,2,0,2,0,1,1288.769122,1619.612314,569.5289058,0,0
1169.820815,648,1991,14.74578231,1.6874967,12,0,8,4,0,1819.073594,3,2006,0,1,0,0,2,2,1,0,1534.419664,1237.32979,689.5991776,0,1
2678.976354,538,506,13.74436854,2.455771058,3,0,6,2,2,1297.832162,3,2006,1,9,1,1,0,1,1,1,1879.673185,700.0079391,936.5801487,0,0
1766.301334,948,1284,7.940859103,2.946274159,6,2,3,11,2,279.3744612,3,2006,1,10,2,2,2,4,1,1,734.405008,845.042135,725.6221274,0,0
1544.444914,898,1357,11.89726136,2.534602767,12,2,9,5,2,1752.39413,3,2006,1,9,1,0,2,1,0,0,751.4134333,1365.611419,1600.802023,0,0
1704.127273,1288,1615,11.08942718,2.818539304,11,1,1,10,1,346.3166453,3,2006,1,10,2,1,0,4,1,1,1780.461637,1760.874088,1599.750003,0,0
1483.829075,1830,1471,6.673332249,1.375372215,11,2,7,1,2,1659.769233,3,2006,1,4,2,0,1,0,0,1,1302.593794,1516.956295,1100.535892,0,0
2520.60766,1607,675,8.446376217,1.410528709,6,0,5,6,2,818.1175685,3,2006,1,7,0,1,2,0,1,0,1285.394522,604.1095224,736.7170134,0,0
1267.484007,1752,564,10.64525873,2.972127216,10,1,2,9,0,318.454874,3,2006,1,7,0,0,0,2,1,1,1491.511286,723.3676611,482.4031353,0,0
1573.402888,1396,628,8.472311697,4.559157473,2,1,1,8,1,1224.209169,3,2006,1,7,0,1,1,3,0,1,1771.719947,876.1103277,1236.842659,0,0
2776.082836,1765,730,11.05317127,3.14393906,12,2,8,11,0,819.2866785,3,2006,1,7,1,1,1,1,0,0,1059.147258,1117.310532,1210.244105,0,0
2127.848703,651,1730,7.12798549,2.630347496,10,2,7,6,1,1936.63588,3,2006,1,1,2,2,2,1,1,1,1863.518422,498.5968595,658.3279782,0,0
1861.319563,502,1923,13.36289554,1.481014717,10,1,8,11,2,1356.479726,3,2006,1,9,1,0,0,3,0,0,1265.180986,583.2204028,593.8490051,0,0
1819.096828,563,831,11.81896294,1.970538669,3,2,1,7,2,728.4621974,3,2006,1,1,2,2,0,4,0,0,1766.950238,988.3553259,750.364621,0,0
1463.494529,1328,1857,11.1454692,3.967300191,7,2,1,12,1,1173.421807,3,2006,1,3,2,0,1,2,1,1,1468.350736,448.1141498,896.2977345,0,0
2296.188151,992,838,11.65887246,2.089539257,5,2,6,6,1,1383.492553,3,2006,1,5,0,1,0,2,1,1,1366.592047,1569.613265,1796.42518,0,0
2597.463815,1907,502,7.913288217,1.826241097,4,2,2,4,2,865.0800984,3,2006,1,3,1,2,1,1,0,0,1708.522802,1709.453795,1567.842532,0,0
2511.821508,838,1332,7.864227925,3.334931442,5,1,10,1,2,115.1965949,3,2006,1,5,1,1,0,4,1,0,1000.659349,1126.573336,813.651026,0,0
2147.628374,1139,1774,7.613808747,3.777339392,5,2,3,11,0,1594.541679,3,2006,0,2,2,2,0,0,1,0,1119.472556,1511.387985,569.7952198,0,1
2435.651085,1585,1412,7.347153201,3.83668868,10,2,10,12,0,689.9219376,3,2006,0,6,0,0,0,4,1,0,1230.439822,1666.258978,988.2783802,0,1
2237.638661,809,1674,7.715557491,3.215800453,12,0,12,1,2,830.5317074,3,2006,1,3,0,1,2,2,0,0,1189.530032,543.196629,903.543327,0,0
2524.086808,697,633,14.07597787,4.925754473,3,2,1,11,1,1024.353494,3,2006,1,5,1,2,1,4,1,1,1730.23465,713.1328607,1340.610259,0,0
1360.93813,864,1187,11.82847904,4.072648643,2,1,3,4,0,574.4564216,3,2006,1,4,1,2,0,1,0,0,1295.908204,1477.937686,920.7815484,0,0
2544.768611,572,1579,11.54478676,3.358217093,7,1,6,9,1,974.2939057,3,2006,1,7,2,0,0,0,1,1,1978.205517,1537.839116,497.4349234,0,0
1100.081513,1309,1871,11.07570755,1.190179047,4,1,9,12,2,1660.199498,3,2006,1,5,1,2,0,4,0,0,641.5051358,956.3716478,1551.216393,0,0
2726.319295,1372,839,14.30269672,4.863078078,11,1,10,12,1,564.0866502,3,2006,1,4,2,1,2,0,0,0,1741.480665,1271.984006,1225.24187,0,0
1456.071411,1611,1806,5.319068466,4.704357151,7,1,9,10,2,898.1339001,3,2006,1,2,1,2,2,4,0,1,1465.486051,644.1877951,1007.945645,0,0
2880.343243,841,992,7.569065665,4.898355634,1,2,3,11,1,1502.093767,3,2006,1,6,0,0,0,4,1,1,1082.227868,1359.338411,1155.589351,0,0
1450.265413,1724,1940,7.812895253,3.845075597,2,1,12,4,2,184.4921225,3,2006,1,3,0,1,1,1,1,1,1801.157603,1120.503664,1574.215407,0,0
2334.638136,1840,1360,14.68286652,3.308504333,5,2,9,2,2,1507.074898,3,2006,1,8,0,0,0,0,1,1,1912.949302,1631.817315,701.6476519,0,0
2466.618934,1185,1068,9.022043118,3.616021707,6,1,8,7,0,603.6439536,3,2006,1,1,0,2,0,0,0,1,1198.703602,1200.078895,1137.557261,0,0
1389.179732,1991,1374,11.8117685,2.969596914,5,1,1,8,1,1111.657943,3,2006,1,9,0,0,0,1,0,0,1914.586481,1646.4608,1276.47454,0,0
2610.966313,1213,1805,9.583919413,4.391574785,10,2,8,4,0,1800.04013,3,2006,1,10,0,2,0,0,1,0,1747.421184,767.3270351,1750.796476,0,0
2025.825181,691,1103,12.86508223,4.115997046,7,2,7,5,0,1820.868892,3,2006,1,1,2,0,0,3,0,0,1010.012341,1317.553716,1613.618699,0,0
2374.699516,1454,532,13.12863481,4.080922611,4,0,6,5,0,766.4883712,3,2006,0,8,1,0,0,4,1,0,1203.933385,1393.219576,623.9482768,0,1
1128.968133,621,1105,11.19409869,2.753480913,6,1,9,7,0,1632.41034,3,2006,0,8,0,2,2,2,1,0,1144.547297,412.401013,1614.328238,0,1
2387.306672,692,1234,7.571009021,3.452009953,12,1,12,7,0,1368.195316,3,2006,1,2,0,0,1,4,0,1,883.9395485,1474.362932,867.3250485,0,0
2283.427275,1891,1794,6.844665826,2.623667612,11,2,3,9,2,902.4638904,3,2006,1,8,0,1,0,4,1,1,1702.201789,1590.985964,1027.689133,0,0
2083.883122,1033,1296,13.21142843,3.635655008,10,0,11,8,1,184.8223014,3,2006,1,1,2,2,0,1,0,1,1353.789167,1786.12101,709.5142695,0,0
2654.018432,544,1728,6.04337706,2.88162744,4,1,7,11,1,105.4171681,3,2006,1,4,2,1,2,4,0,1,728.6313991,1410.272421,1755.582681,0,0
1758.188074,1408,874,11.28174943,3.096074889,3,0,7,8,0,1531.905382,3,2006,0,3,1,1,1,0,0,1,1814.11352,606.3594939,631.9046529,0,1
1988.801518,1568,569,7.723718659,1.09535007,6,1,3,7,0,1838.077446,3,2006,1,3,0,0,1,4,0,0,604.6516802,1017.861139,1722.590883,0,0
1645.025453,1068,1686,12.12774638,2.192552549,3,2,8,7,1,1335.760648,3,2006,1,8,0,2,0,1,1,0,1813.126172,1309.509931,522.5950856,0,0
2023.159031,1025,703,11.05433036,1.824060606,11,0,8,10,2,1849.064475,3,2006,1,10,0,2,1,1,0,1,1227.617913,715.3703668,1628.448025,0,0
2432.034608,1858,1593,9.21294253,2.311191292,3,1,8,5,0,1900.333046,3,2006,0,4,1,2,0,2,1,0,1135.227777,1574.584627,1095.208201,0,1
1689.095722,1012,1526,6.095729164,3.383678111,4,0,11,12,0,1865.100998,3,2006,0,4,1,1,0,2,1,0,729.0838983,1487.573684,1629.511707,0,1
2031.40897,1026,1604,7.434512264,4.54194304,9,0,6,2,0,1212.558173,4,2006,0,3,0,2,2,4,0,0,1001.642128,1787.260209,1626.474315,0,1
2667.946444,1935,1396,6.953033058,4.339707476,12,2,10,11,2,451.7116702,4,2006,1,4,0,0,2,0,1,1,1921.796006,581.1889435,1753.652092,0,0
2542.679075,633,1841,14.86331886,1.620369697,8,0,6,7,1,270.7952249,4,2006,1,10,1,0,0,1,1,0,1937.212474,1485.406826,1255.364704,0,0
2984.705708,878,883,8.098574786,3.52893144,10,0,10,4,0,1685.245249,4,2006,1,6,1,1,2,1,0,1,1238.868158,1769.111855,1348.251895,0,0
2234.212326,522,1829,6.659656184,1.383948562,2,2,9,11,2,120.6507691,4,2006,1,4,2,2,1,4,1,0,661.5499994,438.7517969,1120.773863,0,0
2295.220763,788,1456,9.955335601,2.256128522,1,2,10,11,2,466.6429562,4,2006,1,1,1,1,0,2,0,1,972.1467391,554.8576215,697.4747632,0,0
1886.814687,1470,965,10.37447301,1.322003159,11,2,7,9,2,1339.192474,4,2006,1,8,1,1,2,2,1,1,1560.167094,829.3971069,842.7483386,0,0
1582.027118,703,655,9.750061714,4.132795126,5,1,4,10,1,1119.879933,4,2006,1,2,1,1,0,0,0,1,1592.575347,1105.917511,1285.670425,0,0
2786.203247,575,797,6.169628101,4.424237869,3,1,11,9,0,309.4728856,4,2006,1,8,2,0,0,1,1,0,1115.794448,475.3998871,1537.267732,0,0
1749.533532,1607,1705,7.615804932,3.114940022,8,2,5,11,0,1133.686296,4,2006,1,6,0,2,0,0,1,1,805.9685925,1235.009735,1712.380554,0,0
2682.693153,1337,1213,9.963083868,1.049268527,4,0,7,5,1,1636.433497,4,2006,1,2,1,1,0,4,1,0,1725.756949,1249.800709,1449.031281,0,0
2503.196832,1518,1575,8.352449311,1.170371458,9,1,1,8,0,1952.316188,4,2006,1,9,2,0,0,0,0,0,885.9078099,1106.543664,1561.940607,0,0
1908.419204,1358,649,10.49262716,4.243925803,11,1,4,3,0,546.6650966,4,2006,1,6,0,2,1,4,0,0,1684.003655,960.6705579,1510.372181,0,0
1744.480001,1870,1238,6.80646453,2.02111737,8,0,2,4,0,1581.029747,4,2006,1,6,2,2,0,4,0,0,1273.972778,842.5609101,1623.957665,0,0
2464.945567,693,1213,6.818383503,4.526800057,11,0,7,10,0,1908.48046,4,2006,0,2,1,2,1,4,0,1,1949.793205,420.5929233,704.819766,0,1
1045.997942,1817,645,14.28635381,2.162946409,8,1,2,1,1,678.861378,4,2006,1,1,1,1,0,0,1,1,1756.119775,657.6379689,1153.385859,0,0
1889.314238,1120,975,10.08794446,2.972507459,3,2,6,11,0,1978.682563,4,2006,1,9,2,1,0,1,0,0,1778.628012,1186.964049,675.3979196,0,0
1344.872877,968,1166,7.122821663,1.344474622,9,1,4,11,0,956.7948051,4,2006,1,3,2,2,0,0,1,0,1637.815322,1057.197039,940.6840066,0,0
2677.591626,1055,1193,5.565200869,4.407142202,5,1,10,6,0,1351.719881,4,2006,1,2,2,0,0,3,0,1,512.2613401,874.431479,1378.842905,0,0
2150.392426,822,1418,11.66698545,4.891333349,3,1,2,2,2,260.2709887,4,2006,1,5,1,2,2,0,1,1,937.9683327,688.7509267,606.5755989,0,0
1115.060263,1126,1748,7.463579985,1.82614681,3,0,9,5,2,1849.063254,4,2006,1,7,1,1,0,4,1,1,1892.629961,1756.132767,1177.580292,0,0
1697.31213,1645,924,12.8359929,1.39590575,6,1,1,11,1,1711.209377,4,2006,1,2,1,2,2,4,1,0,974.3212228,615.8438172,659.3106681,0,0
2852.326946,907,1397,14.47803516,4.480922024,2,1,5,3,2,852.8719151,4,2006,1,4,0,1,2,4,0,1,1066.577304,1455.11211,865.4604192,0,0
2011.847713,587,1147,14.75938212,2.745063183,6,0,5,4,2,1124.563268,4,2006,1,10,1,0,2,3,0,1,1202.86015,1426.14529,1016.258565,0,0
2613.686522,1651,1707,13.76504576,3.882333951,12,2,3,11,0,1967.688008,4,2006,0,6,2,1,2,2,0,0,1714.82937,649.1703442,500.7761991,0,1
1357.850681,1005,959,6.901758348,4.712647589,4,1,8,4,2,738.1202888,4,2006,1,1,2,2,0,3,1,1,1144.572143,1637.66328,1549.290552,0,0
1886.405871,867,1805,5.80199236,2.721922738,12,1,6,5,1,1583.58316,4,2006,1,5,0,2,1,0,0,0,702.4142315,820.9257493,975.2202403,0,0
2781.219478,1361,1011,13.31980126,2.008755524,5,2,4,4,2,763.4996358,4,2006,1,2,0,2,1,0,0,1,556.393278,1325.538747,1774.669815,0,0
2759.038681,977,1356,5.181254106,1.691561313,11,0,6,9,0,1775.879028,4,2006,1,3,1,0,0,0,1,1,712.2675921,679.536754,1783.05559,0,0
2498.183818,1523,1945,10.52590063,3.736674392,11,0,3,6,2,1723.040057,4,2006,1,9,0,0,2,4,1,1,1123.340326,891.568533,1533.838252,0,0
1914.512712,1110,823,8.207492661,4.126019378,11,2,6,11,1,207.8612723,4,2006,1,3,2,2,1,1,1,0,892.3743192,1391.996665,917.4765395,0,0
1964.619847,1740,539,6.422079962,3.490951415,5,0,10,6,2,931.6099078,4,2006,1,2,1,1,2,4,1,1,1427.123217,1323.334749,1412.757976,0,0
2244.736183,1812,985,9.287960455,1.678835551,5,0,4,2,2,841.7788679,4,2006,1,6,0,1,0,1,1,1,1724.161868,1786.135431,1084.599885,0,0
2208.074346,668,1286,13.82328467,4.839132341,2,0,10,7,0,1199.297419,4,2006,0,2,0,2,2,3,0,0,1717.803682,1518.626626,911.5271936,0,1
2869.413114,1542,2000,13.70452868,1.498932301,12,2,4,4,1,1992.436221,4,2006,1,8,0,2,1,3,0,0,1948.478695,728.5185672,1003.386638,0,0
1968.411019,673,1799,11.92616904,3.828526967,12,0,12,11,0,730.7207449,4,2006,1,4,2,0,0,3,1,0,1114.050527,911.7565996,862.3512028,0,0
1054.085831,1427,1400,8.591485767,4.784572313,4,1,11,6,1,272.824764,4,2006,1,3,1,0,0,1,0,1,1943.341742,765.6508883,1007.606993,0,0
1085.372708,957,1733,13.29814998,2.740862124,6,0,9,11,0,262.6439699,4,2006,1,5,2,2,1,4,1,1,1925.219011,655.30106,1552.224963,0,0
1332.642285,727,589,6.274272959,2.966610942,5,1,8,11,1,942.8705101,4,2006,1,8,2,1,1,2,1,0,970.759823,422.2640101,1186.507665,0,0
1107.572987,1045,1199,11.70334895,3.093482293,7,1,7,1,2,1286.657675,4,2006,1,7,2,2,2,3,0,0,594.3663827,1781.479901,1068.639078,0,0
2156.172856,1983,1200,7.666791522,1.544991708,7,2,4,5,0,714.3034832,4,2006,0,4,2,2,2,0,1,0,1423.79169,1694.236386,560.3414658,0,1
1188.816621,1633,825,5.894523011,3.944071953,6,0,4,6,2,421.8194466,4,2006,1,6,2,1,0,3,0,1,874.526252,537.1280355,1614.387565,0,0
1770.791194,892,956,9.628235309,3.59147124,7,1,1,2,2,1297.358641,4,2006,1,3,0,2,0,4,1,1,1733.381701,465.8065775,732.4734957,0,0
2934.854693,975,646,13.06085887,2.067664744,5,0,4,2,0,1295.101031,4,2006,1,7,2,1,2,0,0,1,1900.125778,868.6836498,1173.801149,0,0
1349.718114,762,1882,5.431400404,3.471345397,11,0,9,8,1,1579.43267,4,2006,1,3,2,2,2,1,0,0,1555.532652,1696.373886,1043.176654,0,0
2832.45124,769,1159,5.619152089,3.430152351,5,1,2,4,1,546.0301913,4,2006,1,1,2,2,1,0,1,1,1089.764755,1053.607385,489.5906034,0,0
1024.836129,511,1390,5.654511997,4.060051348,8,2,10,3,0,1515.789113,4,2006,1,6,0,0,2,4,0,0,1221.149724,1101.971189,1612.757539,0,0
2120.80038,698,698,13.15286667,3.518773658,6,2,3,7,2,1148.792296,4,2006,1,10,2,0,0,3,1,1,1848.833398,789.0202922,1401.627578,0,0
2115.263454,1701,1143,5.497700631,3.872099042,5,0,11,12,1,1442.706968,4,2006,1,3,2,0,1,2,0,1,598.1841031,1467.451546,809.6144294,0,0
1217.690132,1568,1084,13.62636729,2.610197855,9,0,12,9,2,1249.569414,4,2006,1,6,2,2,1,2,1,1,1842.927418,1141.702817,1638.797968,0,0
2674.067207,1950,877,13.48490611,4.565319126,5,2,11,9,2,1115.966904,4,2006,1,8,2,0,2,3,0,0,1409.982025,1184.449188,1114.35414,0,0
1221.846852,1372,1429,9.495271167,3.009103274,10,0,9,2,1,1598.237363,4,2006,1,5,1,1,0,2,1,0,1529.799221,1767.335885,716.4246654,0,0
1352.844532,1871,621,11.32783612,2.633303186,4,0,8,8,0,488.2425104,4,2006,0,5,1,0,0,3,1,0,1276.579964,571.334335,1590.418149,0,1
1377.217997,982,1402,5.725838255,4.463856616,5,1,4,10,1,1841.027315,4,2006,1,7,1,1,1,0,0,0,868.9812446,1641.65236,685.8585488,0,0
2238.429191,1564,1400,7.207269004,2.974312156,11,2,12,10,0,628.3822286,4,2006,0,3,1,1,0,1,1,0,600.1261711,1206.880747,1373.978901,0,1
1793.907842,1799,1339,10.14417755,2.989554218,12,2,11,12,2,1234.46323,4,2006,1,6,1,1,2,2,0,1,1894.948565,1653.673773,1400.021818,0,0
1778.773995,589,528,13.97594891,1.417589944,1,1,4,5,1,1199.371248,4,2006,1,1,2,0,1,1,1,1,1713.269774,1475.859972,1069.223462,0,0
1876.225136,601,866,7.536130593,2.058774765,7,2,7,6,0,823.2629543,4,2006,1,2,2,1,1,3,0,1,1836.118835,1145.954204,1263.137712,0,0
2740.08525,839,1685,10.03092464,4.708181322,11,1,10,3,0,1695.343714,4,2006,1,5,2,1,2,2,0,1,533.2864795,1080.466907,424.1677412,0,0
1540.923314,1830,799,13.29760036,1.569063119,7,1,5,11,1,1125.931602,4,2006,1,1,2,0,0,1,1,1,906.9608768,1525.524486,1623.32868,0,0
2420.580885,1728,1942,10.19685567,2.712114386,2,2,8,4,1,1827.161399,4,2006,1,6,1,2,1,2,0,0,1641.704434,467.7484253,556.8968674,0,0
2827.841045,1366,553,7.635884692,2.475958563,2,0,3,2,0,1798.305908,4,2006,1,1,2,0,0,1,0,0,1675.778272,1621.84602,1140.021327,0,0
